valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,longitude,latitude,type_local,jour_semaine,jours_depuis_achat
216000.0,72.0,3.0,5.727946,45.180408,Appartement,4,319
125950.0,61.0,3.0,5.58641,45.371977,Appartement,3,320
207000.0,96.0,4.0,5.570762,45.375351,Maison,4,319
185000.0,78.0,3.0,6.01913,45.433157,Appartement,2,321
194450.0,62.0,3.0,5.960004,45.309978,Appartement,1,322
218000.0,120.0,4.0,5.907288,45.258817,Appartement,3,341
76800.0,30.0,1.0,5.591059,45.368489,Appartement,4,340
126000.0,56.0,3.0,5.724114,45.165637,Appartement,0,316
123000.0,66.0,3.0,5.727064,45.167663,Appartement,3,341
196000.0,75.0,3.0,5.728282,45.192305,Appartement,4,319
415110.0,100.0,5.0,5.864545,45.218263,Maison,0,316
78500.0,28.0,1.0,5.730857,45.182835,Appartement,0,337
264680.0,100.0,3.0,5.768307,45.074358,Appartement,4,319
110000.0,38.0,1.0,5.542443,45.415159,Maison,2,335
110000.0,140.0,4.0,5.542658,45.41513,Maison,2,335
110000.0,62.0,3.0,5.542658,45.41513,Maison,2,335
233000.0,64.0,3.0,5.861874,45.216682,Appartement,0,344
103900.0,30.0,1.0,5.734053,45.176502,Appartement,4,319
79500.0,64.0,3.0,5.739135,45.165002,Appartement,0,330
128000.0,35.0,1.0,5.840521,45.202757,Appartement,4,319
281725.0,101.0,5.0,5.858525,45.21513,Appartement,0,316
155000.0,79.0,4.0,6.05075,45.378091,Appartement,0,323
128000.0,47.0,2.0,6.012479,45.434226,Appartement,0,330
257370.0,86.0,4.0,6.030112,45.437463,Maison,4,340
157350.0,49.0,2.0,5.858525,45.21513,Appartement,4,319
87500.0,55.0,3.0,5.592623,45.365419,Appartement,4,312
191000.0,80.0,3.0,5.727074,45.183152,Appartement,4,326
320000.0,100.0,5.0,5.923915,45.226656,Appartement,4,333
320000.0,82.0,4.0,5.923915,45.226656,Appartement,4,333
114000.0,57.0,3.0,5.772086,45.074148,Appartement,3,320
157889.0,41.0,2.0,5.689377,45.237395,Appartement,3,313
367625.0,127.0,5.0,5.614336,45.364475,Maison,4,326
365000.0,149.0,4.0,5.820281,45.200311,Appartement,4,319
140000.0,64.0,4.0,5.72982,45.182639,Appartement,2,314
239000.0,83.0,3.0,5.722846,45.189925,Appartement,1,329
127000.0,52.0,2.0,5.891758,45.241581,Appartement,0,323
530000.0,225.0,6.0,5.723674,45.18932,Appartement,3,320
285000.0,90.0,4.0,5.600617,45.363535,Maison,0,330
240500.0,73.0,3.0,5.678138,45.243639,Appartement,1,322
128550.0,46.0,2.0,5.58342,45.36705,Appartement,1,322
370000.0,121.0,4.0,6.072218,45.396032,Maison,3,313
48000.0,29.0,2.0,6.073118,45.390265,Appartement,4,312
170000.0,61.0,3.0,5.874994,45.106276,Appartement,4,326
227000.0,62.0,3.0,5.693775,45.218159,Appartement,4,312
150000.0,63.0,3.0,6.104888,45.391644,Appartement,2,307
745000.0,152.0,5.0,5.701164,45.252745,Maison,0,330
745000.0,152.0,5.0,5.701164,45.252745,Maison,0,330
160000.0,72.0,3.0,5.617585,45.355255,Appartement,0,316
171275.0,89.0,4.0,5.578283,45.371245,Appartement,2,314
138000.0,67.0,4.0,5.689858,45.221066,Appartement,2,321
109850.0,25.0,1.0,5.72868,45.191136,Appartement,4,319
281120.0,100.0,4.0,5.661347,45.395419,Maison,0,316
46079.0,17.0,1.0,5.993175,45.253409,Appartement,3,327
62000.0,30.0,1.0,5.590737,45.368522,Appartement,0,323
300000.0,80.0,5.0,5.925264,45.27586,Maison,3,320
320000.0,109.0,5.0,5.939152,45.276484,Maison,2,321
212800.0,64.0,3.0,5.977432,45.337071,Appartement,2,321
95000.0,61.0,4.0,5.877594,45.230067,Maison,3,320
134400.0,48.0,3.0,5.933311,45.326549,Maison,3,313
176500.0,54.0,2.0,5.72894,45.19122,Appartement,1,308
178000.0,85.0,4.0,5.673052,45.237494,Appartement,0,316
215000.0,80.0,3.0,5.5513,45.416944,Maison,4,305
130000.0,60.0,3.0,5.687767,45.223946,Appartement,0,316
140650.0,78.0,4.0,6.02316,45.432032,Appartement,3,306
130000.0,56.0,3.0,5.730064,45.180523,Appartement,2,307
382700.0,134.0,2.0,5.667642,45.398073,Maison,4,312
289000.0,65.0,3.0,6.073588,45.393136,Appartement,4,319
289000.0,65.0,3.0,6.073588,45.393136,Appartement,4,319
289000.0,65.0,3.0,6.073588,45.393136,Appartement,4,319
296000.0,85.0,4.0,5.666436,45.254785,Appartement,1,329
207000.0,80.0,4.0,5.726988,45.180672,Appartement,1,329
304000.0,86.0,4.0,5.874427,45.300377,Maison,4,312
490000.0,196.0,4.0,5.844714,45.153235,Maison,2,307
490000.0,196.0,4.0,5.844714,45.153235,Maison,2,307
218350.0,95.0,5.0,5.64179,45.290634,Appartement,0,302
110000.0,64.0,3.0,5.725316,45.166648,Appartement,4,319
129000.0,82.0,4.0,5.727392,45.167073,Appartement,2,321
244000.0,78.0,4.0,5.706906,45.404965,Maison,5,304
213400.0,40.0,2.0,5.77386,45.079052,Appartement,4,305
213400.0,40.0,2.0,5.77386,45.079052,Appartement,4,305
620860.0,124.0,4.0,5.774916,45.112881,Maison,2,307
87000.0,40.0,1.0,5.593078,45.365882,Appartement,2,307
400000.0,107.0,5.0,5.901111,45.264019,Appartement,4,319
400000.0,61.0,3.0,5.901111,45.264019,Appartement,4,319
400000.0,107.0,5.0,5.901111,45.264019,Appartement,4,319
400000.0,61.0,3.0,5.901111,45.264019,Appartement,4,319
257000.0,93.0,4.0,5.619296,45.331873,Maison,4,305
170000.0,70.0,3.0,5.735202,45.080038,Appartement,4,312
229850.0,60.0,3.0,5.7328,45.174901,Appartement,2,307
56000.0,43.0,2.0,6.071329,45.391153,Appartement,4,305
130000.0,50.0,3.0,6.075274,45.39306,Appartement,4,312
30550.0,17.0,1.0,5.993175,45.253409,Appartement,0,309
85000.0,38.0,1.0,5.734256,45.387149,Appartement,0,330
85000.0,28.0,1.0,5.734256,45.387149,Appartement,0,330
85000.0,35.0,1.0,5.734256,45.387149,Appartement,0,330
249000.0,90.0,4.0,6.020454,45.438431,Maison,0,302
348600.0,117.0,4.0,5.68763,45.222492,Maison,0,302
120850.0,69.0,4.0,5.731375,45.171128,Appartement,2,314
186250.0,60.0,2.0,5.733806,45.18222,Appartement,2,314
43400.0,17.0,1.0,5.992805,45.256148,Appartement,4,326
141500.0,51.0,2.0,5.593968,45.365714,Appartement,3,327
355000.0,80.0,5.0,5.92671,45.276983,Maison,0,316
407300.0,100.0,5.0,5.956645,45.371642,Maison,0,316
80000.0,36.0,1.0,6.05075,45.378091,Appartement,1,315
176500.0,65.0,3.0,5.593968,45.365714,Appartement,4,326
237990.0,111.0,3.0,5.756661,45.431269,Appartement,4,298
237990.0,33.0,1.0,5.756661,45.431269,Appartement,4,298
59000.0,19.0,1.0,5.72796,45.165661,Appartement,1,301
100000.0,82.0,4.0,5.738598,45.170862,Appartement,1,301
241188.0,90.0,3.0,5.948709,45.361645,Maison,2,314
168029.0,61.0,3.0,5.948588,45.361811,Maison,2,314
224600.0,77.0,4.0,5.780419,45.432661,Maison,2,307
140200.0,48.0,2.0,5.648893,45.379056,Appartement,3,306
93000.0,20.0,1.0,5.724067,45.192402,Appartement,0,337
85000.0,27.0,1.0,5.826321,45.139481,Appartement,2,300
152300.0,40.0,2.0,5.619305,45.36616,Maison,4,305
262600.0,110.0,6.0,5.737196,45.166182,Appartement,0,309
69000.0,28.0,1.0,5.730857,45.182835,Appartement,4,305
706828.0,159.0,11.0,5.756024,45.113735,Maison,4,305
368050.0,87.0,4.0,5.67937,45.22805,Maison,3,306
260000.0,103.0,4.0,5.728777,45.187238,Appartement,2,300
123750.0,75.0,3.0,5.725887,45.16568,Appartement,0,302
139000.0,50.0,2.0,5.692586,45.230283,Appartement,2,307
366000.0,125.0,6.0,5.731076,45.081904,Maison,2,314
190000.0,82.0,4.0,5.825076,45.131484,Maison,2,321
242000.0,70.0,4.0,5.732586,45.180059,Maison,0,316
170900.0,87.0,4.0,5.77222,45.078918,Appartement,4,298
267000.0,84.0,4.0,5.688152,45.240325,Appartement,3,306
138740.0,98.0,4.0,5.773221,45.079154,Appartement,0,309
