valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,longitude,latitude,type_local,jour_semaine,jours_depuis_achat
120000.0,34.0,2.0,5.718655,45.191419,Appartement,2,306
180000.0,83.0,4.0,5.710977,45.174546,Appartement,2,306
57500.0,30.0,1.0,5.708275,45.1767,Appartement,4,304
208000.0,81.0,4.0,5.714197,45.13622,Appartement,1,321
129630.0,49.0,2.0,5.722341,45.145962,Appartement,4,304
281200.0,89.0,5.0,5.709217,45.189144,Appartement,1,314
60000.0,11.0,1.0,5.755305,45.191328,Appartement,1,307
163620.0,66.0,4.0,5.753779,45.186925,Appartement,1,307
353000.0,81.0,4.0,5.726325,45.182872,Appartement,1,300
96000.0,62.0,4.0,5.707543,45.174889,Appartement,1,314
110000.0,67.0,4.0,5.718682,45.165607,Appartement,1,307
125000.0,64.0,4.0,5.710474,45.173518,Appartement,2,306
424700.0,104.0,3.0,5.713229,45.167821,Maison,3,319
560532.0,126.0,6.0,5.808824,45.240614,Maison,4,318
609850.0,123.0,5.0,5.759241,45.209196,Appartement,3,312
133000.0,54.0,2.0,5.71552,45.181276,Appartement,4,297
106200.0,61.0,4.0,5.753248,45.167413,Appartement,4,290
75000.0,17.0,1.0,5.744759,45.186636,Appartement,1,300
253000.0,64.0,3.0,5.719574,45.186654,Appartement,2,299
65300.0,16.0,1.0,5.747267,45.180807,Appartement,1,314
163000.0,53.0,2.0,5.71858,45.185336,Appartement,2,292
141800.0,43.0,1.0,5.738465,45.191623,Appartement,1,293
130000.0,49.0,2.0,5.724868,45.145533,Appartement,4,290
195000.0,74.0,3.0,5.714811,45.180539,Appartement,2,292
260000.0,96.0,3.0,5.718143,45.189565,Appartement,1,293
185320.0,49.0,2.0,5.721098,45.182082,Appartement,2,292
819800.0,230.0,9.0,5.837429,45.255933,Maison,0,294
206280.0,72.0,2.0,5.850659,45.243074,Appartement,1,293
127000.0,94.0,5.0,5.721919,45.152697,Appartement,4,290
97000.0,40.0,2.0,5.753779,45.186925,Appartement,3,291
128650.0,65.0,3.0,5.71708,45.162888,Appartement,0,287
592450.0,142.0,7.0,5.80617,45.229989,Maison,4,290
175000.0,80.0,5.0,5.709302,45.179714,Appartement,1,279
91600.0,76.0,4.0,5.702079,45.144146,Appartement,3,284
185000.0,80.0,4.0,5.716158,45.176379,Maison,3,284
61000.0,65.0,4.0,5.752435,45.199114,Appartement,4,311
130000.0,47.0,2.0,5.736122,45.194108,Appartement,4,297
111000.0,50.0,3.0,5.715338,45.180853,Appartement,0,294
178430.0,60.0,2.0,5.724004,45.18552,Appartement,1,300
114200.0,31.0,1.0,5.741759,45.184668,Appartement,0,287
61000.0,35.0,1.0,5.717645,45.1801,Appartement,4,283
128250.0,74.0,4.0,5.75526,45.17438,Appartement,2,285
220900.0,50.0,2.0,5.723508,45.182059,Appartement,2,278
37000.0,19.0,1.0,5.718292,45.149071,Appartement,1,279
470000.0,105.0,5.0,5.846014,45.245576,Appartement,2,278
232500.0,65.0,3.0,5.713208,45.185376,Appartement,4,283
321290.0,97.0,5.0,5.778407,45.208762,Appartement,4,290
98000.0,58.0,2.0,5.720882,45.179836,Appartement,3,284
445000.0,86.0,4.0,5.859649,45.273761,Maison,1,286
200900.0,60.0,3.0,5.751947,45.165503,Appartement,1,286
84000.0,45.0,2.0,5.721845,45.184801,Appartement,4,283
125000.0,59.0,3.0,5.724618,45.151893,Appartement,1,286
380800.0,82.0,4.0,5.827169,45.243019,Appartement,1,279
173500.0,108.0,5.0,5.702184,45.151535,Appartement,0,287
185450.0,76.0,4.0,5.714116,45.161895,Appartement,0,287
83950.0,47.0,1.0,5.724868,45.145533,Appartement,3,291
134500.0,45.0,2.0,5.747339,45.179586,Appartement,3,291
108800.0,31.0,2.0,5.713201,45.181914,Appartement,0,287
208000.0,70.0,4.0,5.764567,45.210114,Appartement,0,280
280000.0,70.0,3.0,5.835459,45.254083,Maison,1,286
82000.0,30.0,1.0,5.71897,45.185197,Appartement,4,283
268000.0,72.0,3.0,5.71899,45.191614,Appartement,1,286
150000.0,180.0,3.0,5.72294,45.14196,Maison,4,297
220000.0,64.0,3.0,5.790601,45.181864,Appartement,4,276
112500.0,66.0,3.0,5.766785,45.162687,Appartement,1,279
161210.0,55.0,2.0,5.715584,45.176364,Appartement,0,273
325500.0,87.0,3.0,5.72375,45.186017,Appartement,4,318
107000.0,58.0,2.0,5.718849,45.173488,Appartement,4,269
178711.0,34.0,2.0,5.729964,45.192888,Appartement,4,283
151110.0,84.0,5.0,5.751924,45.164312,Appartement,2,271
169000.0,79.0,4.0,5.750837,45.15786,Appartement,2,271
156500.0,119.0,5.0,5.702184,45.151535,Appartement,3,291
141500.0,73.0,3.0,5.714374,45.135908,Appartement,4,269
95000.0,50.0,2.0,5.715728,45.187436,Appartement,0,287
105000.0,53.0,2.0,5.708013,45.188864,Appartement,2,271
127040.0,59.0,2.0,5.724701,45.177297,Appartement,2,271
285000.0,95.0,4.0,5.74702,45.148121,Maison,0,280
120000.0,48.0,3.0,5.706481,45.180457,Appartement,1,272
135950.0,90.0,4.0,5.702184,45.151535,Appartement,1,272
261100.0,52.0,2.0,5.720996,45.183931,Appartement,1,272
125000.0,49.0,2.0,5.737514,45.182894,Appartement,2,285
80000.0,68.0,3.0,5.723011,45.163336,Appartement,1,272
230000.0,92.0,5.0,5.726591,45.144904,Appartement,2,271
243000.0,74.0,3.0,5.708307,45.191021,Appartement,4,283
50100.0,18.0,1.0,5.71037,45.194085,Appartement,1,286
152000.0,49.0,2.0,5.755979,45.174268,Appartement,2,278
323050.0,93.0,5.0,5.789716,45.212366,Appartement,4,276
170000.0,51.0,2.0,5.77182,45.209396,Appartement,3,277
210000.0,96.0,4.0,5.715273,45.179378,Appartement,3,277
118000.0,31.0,2.0,5.717121,45.187411,Appartement,3,270
221000.0,69.0,3.0,5.783032,45.183551,Appartement,3,277
202000.0,63.0,3.0,5.752992,45.184842,Appartement,3,270
147940.0,60.0,2.0,5.730319,45.192835,Appartement,4,276
590000.0,195.0,6.0,5.711458,45.171303,Maison,4,269
212380.0,78.0,4.0,5.750916,45.18563,Appartement,3,277
302300.0,87.0,3.0,5.75351,45.199531,Appartement,3,284
127000.0,69.0,4.0,5.725165,45.175805,Appartement,1,258
195000.0,62.0,3.0,5.726149,45.180546,Appartement,1,258
513500.0,76.0,4.0,5.755606,45.203337,Maison,4,269
138000.0,62.0,3.0,5.70894,45.17635,Appartement,2,264
174000.0,59.0,2.0,5.721344,45.189675,Appartement,3,263
230000.0,100.0,4.0,5.740378,45.178408,Maison,3,263
425000.0,103.0,4.0,5.791317,45.225084,Appartement,4,283
335000.0,85.0,4.0,5.764567,45.210114,Appartement,2,257
250000.0,67.0,4.0,5.745918,45.202959,Appartement,1,258
184000.0,56.0,2.0,5.718396,45.184559,Appartement,2,271
305000.0,84.0,3.0,5.734691,45.193973,Appartement,2,264
153000.0,44.0,2.0,5.716047,45.177745,Appartement,4,269
115000.0,52.0,2.0,5.715868,45.142529,Appartement,1,265
103500.0,34.0,2.0,5.711555,45.187589,Appartement,0,280
90700.0,53.0,3.0,5.710474,45.173518,Appartement,0,266
34070.0,19.0,1.0,5.718292,45.149071,Appartement,3,263
81000.0,67.0,3.0,5.73002,45.156664,Appartement,3,256
262800.0,70.0,3.0,5.736094,45.20279,Appartement,0,259
106000.0,36.0,2.0,5.717272,45.180166,Appartement,3,263
620000.0,122.0,5.0,5.726325,45.182872,Appartement,1,258
46000.0,14.0,1.0,5.712296,45.186982,Appartement,3,270
307225.0,86.0,3.0,5.76665,45.210378,Appartement,1,258
141500.0,67.0,4.0,5.746976,45.186556,Appartement,2,271
648400.0,187.0,6.0,5.795126,45.229613,Maison,4,283
648400.0,187.0,6.0,5.795126,45.229613,Maison,4,283
114000.0,61.0,4.0,5.762057,45.169415,Appartement,0,259
540000.0,58.0,3.0,5.708089,45.178593,Appartement,1,258
540000.0,48.0,2.0,5.708089,45.178593,Appartement,1,258
540000.0,58.0,2.0,5.708089,45.178593,Appartement,1,258
540000.0,47.0,3.0,5.708089,45.178593,Appartement,1,258
540000.0,67.0,3.0,5.708089,45.178593,Appartement,1,258
540000.0,36.0,2.0,5.708089,45.178593,Appartement,1,258
540000.0,47.0,2.0,5.708089,45.178593,Appartement,1,258
74000.0,16.0,1.0,5.744759,45.186636,Appartement,0,273
113000.0,41.0,1.0,5.712367,45.175551,Appartement,1,258
125000.0,58.0,3.0,5.717349,45.185341,Appartement,1,265
68600.0,49.0,2.0,5.720388,45.148014,Appartement,2,264
235800.0,94.0,4.0,5.736122,45.194108,Appartement,0,266
170435.0,74.0,4.0,5.740104,45.181965,Appartement,2,264
123000.0,51.0,3.0,5.741025,45.18105,Appartement,3,270
67100.0,40.0,1.0,5.712261,45.176986,Appartement,3,270
147000.0,62.0,3.0,5.743471,45.182767,Appartement,2,264
97000.0,53.0,3.0,5.744768,45.180322,Appartement,4,255
78000.0,27.0,1.0,5.71026,45.18364,Appartement,2,257
141000.0,70.0,3.0,5.746751,45.157602,Appartement,2,250
198000.0,42.0,2.0,5.829369,45.243166,Appartement,3,270
142000.0,45.0,2.0,5.709388,45.190277,Appartement,3,256
180000.0,72.0,3.0,5.721398,45.189066,Appartement,1,258
365000.0,70.0,3.0,5.740815,45.198272,Appartement,1,251
365000.0,71.0,4.0,5.740815,45.198272,Appartement,1,251
106000.0,31.0,2.0,5.719792,45.181882,Appartement,4,248
158000.0,65.0,2.0,5.716236,45.192188,Appartement,4,248
278000.0,72.0,3.0,5.821996,45.24128,Appartement,3,256
172900.0,63.0,3.0,5.76457,45.177489,Appartement,0,266
209000.0,86.0,4.0,5.720752,45.163607,Appartement,0,266
139000.0,88.0,4.0,5.765067,45.167812,Appartement,1,272
165000.0,72.0,3.0,5.746748,45.185622,Appartement,1,258
174000.0,100.0,5.0,5.708358,45.173086,Appartement,1,251
107000.0,37.0,2.0,5.781872,45.182748,Appartement,2,250
306800.0,77.0,4.0,5.795119,45.212184,Appartement,4,262
429000.0,85.0,4.0,5.74975,45.213907,Appartement,3,256
104000.0,25.0,2.0,5.718845,45.19098,Appartement,2,257
138000.0,18.0,1.0,5.717803,45.185516,Appartement,1,272
138000.0,13.0,1.0,5.717803,45.185516,Appartement,1,272
182700.0,70.0,4.0,5.774003,45.177031,Maison,2,257
109000.0,63.0,4.0,5.710954,45.171472,Appartement,3,270
62000.0,21.0,1.0,5.714737,45.189034,Appartement,4,255
435000.0,110.0,4.0,5.835938,45.253419,Maison,1,251
48000.0,52.0,3.0,5.707543,45.174889,Appartement,4,255
79000.0,17.0,1.0,5.720968,45.181156,Appartement,2,271
333500.0,118.0,6.0,5.746901,45.153535,Appartement,2,257
278360.0,60.0,3.0,5.829369,45.243166,Appartement,1,251
56000.0,16.0,1.0,5.747267,45.180807,Appartement,3,242
148000.0,47.0,2.0,5.704037,45.183726,Appartement,2,250
60000.0,49.0,2.0,5.745496,45.180792,Appartement,1,258
135000.0,36.0,2.0,5.714212,45.198231,Appartement,1,251
120000.0,23.0,1.0,5.711971,45.185494,Appartement,2,243
120000.0,26.0,1.0,5.711971,45.185494,Appartement,2,243
568600.0,189.0,7.0,5.776479,45.257313,Maison,4,241
243000.0,106.0,4.0,5.717051,45.161965,Appartement,2,236
130000.0,65.0,3.0,5.7433,45.186492,Appartement,1,237
261300.0,90.0,2.0,5.72085,45.185003,Appartement,0,245
95000.0,67.0,4.0,5.74089,45.169844,Appartement,1,244
210000.0,73.0,3.0,5.707709,45.17321,Appartement,3,235
95000.0,21.0,0.0,5.720763,45.186185,Appartement,3,242
111370.0,57.0,3.0,5.723776,45.171768,Appartement,3,242
89000.0,55.0,2.0,5.714788,45.146345,Appartement,2,243
111350.0,56.0,2.0,5.753378,45.17596,Appartement,4,241
170000.0,35.0,2.0,5.81161,45.2209,Appartement,0,252
265500.0,84.0,3.0,5.760492,45.208737,Appartement,4,241
200000.0,70.0,4.0,5.764286,45.166118,Maison,3,270
185000.0,81.0,4.0,5.720681,45.148783,Appartement,1,265
226800.0,95.0,4.0,5.731786,45.193451,Appartement,3,235
207235.0,63.0,3.0,5.712679,45.17095,Appartement,0,231
170000.0,71.0,3.0,5.70855,45.172534,Appartement,1,230
116495.0,48.0,2.0,5.714907,45.172264,Appartement,3,242
626750.0,180.0,7.0,5.741746,45.198466,Appartement,3,249
186500.0,65.0,3.0,5.758836,45.176915,Appartement,4,248
83500.0,44.0,1.0,5.710578,45.189732,Appartement,1,244
658000.0,148.0,6.0,5.787817,45.217653,Appartement,1,237
94000.0,30.0,1.0,5.717728,45.186653,Appartement,4,248
74000.0,67.0,3.0,5.702197,45.143396,Appartement,3,242
240000.0,91.0,3.0,5.702184,45.151535,Appartement,3,242
105000.0,52.0,2.0,5.711982,45.176666,Appartement,2,236
108300.0,53.0,3.0,5.707595,45.18089,Appartement,0,245
129150.0,57.0,3.0,5.752529,45.189945,Appartement,1,230
84000.0,53.0,2.0,5.713211,45.176858,Appartement,2,250
88000.0,25.0,1.0,5.715286,45.186753,Appartement,2,250
131250.0,51.0,2.0,5.712261,45.176986,Appartement,0,231
217000.0,80.0,3.0,5.736308,45.199611,Appartement,4,241
153000.0,70.0,4.0,5.707319,45.176422,Appartement,4,234
385000.0,94.0,5.0,5.761011,45.157523,Maison,0,231
218700.0,71.0,3.0,5.844271,45.205378,Appartement,0,343
137342.5,61.0,4.0,5.829639,45.195614,Appartement,1,342
325350.0,93.0,4.0,5.743268,45.092868,Maison,2,341
180000.0,91.0,4.0,5.771662,45.080543,Appartement,3,340
65950.0,60.0,3.0,6.087417,45.318712,Maison,1,335
194000.0,49.0,2.0,5.887678,45.240099,Appartement,0,336
203170.0,69.0,3.0,5.650162,45.276429,Appartement,1,342
206000.0,65.0,3.0,5.58966,45.355401,Appartement,0,336
529000.0,119.0,5.0,5.886867,45.288306,Maison,3,333
186175.0,87.0,5.0,5.980493,45.343689,Maison,4,339
515650.0,140.0,7.0,5.819817,45.191244,Maison,3,340
45000.0,18.0,1.0,5.726562,45.164403,Appartement,4,332
431650.0,138.0,5.0,6.01343,45.428894,Maison,4,325
240000.0,49.0,2.0,5.705542,45.025614,Maison,3,333
52000.0,37.0,2.0,5.814771,45.341728,Appartement,0,343
180000.0,60.0,3.0,5.95793,45.30862,Maison,1,328
131000.0,43.0,4.0,5.829639,45.195614,Appartement,0,329
372000.0,105.0,5.0,6.047001,45.372051,Maison,0,336
80000.0,25.0,1.0,5.726169,45.17844,Appartement,4,332
32000.0,37.0,2.0,5.586718,45.366827,Appartement,1,328
198390.0,80.0,4.0,5.769181,45.082615,Appartement,0,329
265100.0,50.0,3.0,5.59439,45.382492,Maison,0,322
87700.0,50.0,2.0,5.724187,45.166342,Appartement,0,336
462000.0,145.0,6.0,6.013151,45.428807,Maison,1,328
125000.0,80.0,2.0,5.727845,45.192335,Appartement,3,326
120000.0,48.0,2.0,5.883329,45.234919,Appartement,4,339
381650.0,108.0,5.0,5.581851,45.356992,Maison,2,341
343690.0,108.0,6.0,5.64077,45.284881,Maison,1,335
315000.0,146.0,4.0,5.584771,45.367604,Appartement,1,342
70000.0,79.0,4.0,5.729541,45.162712,Appartement,2,341
473300.0,124.0,5.0,5.782589,45.116179,Maison,3,340
165000.0,60.0,3.0,5.783686,45.050707,Appartement,0,322
70000.0,51.0,2.0,5.735952,45.386636,Maison,0,336
70900.0,26.0,1.0,5.727431,45.177164,Appartement,2,334
152000.0,64.0,3.0,5.729723,45.175254,Appartement,1,328
437325.0,118.0,5.0,5.685269,45.230481,Maison,3,326
223850.0,62.0,3.0,5.925032,45.274843,Appartement,4,339
157000.0,53.0,3.0,5.645098,45.376687,Appartement,1,342
131000.0,53.0,2.0,5.727204,45.194434,Appartement,4,332
79000.0,46.0,3.0,5.589697,45.360489,Appartement,1,335
65000.0,24.0,1.0,5.725439,45.168228,Appartement,0,343
97000.0,30.0,1.0,5.727048,45.180936,Appartement,2,334
282900.0,99.0,4.0,5.735293,45.177776,Appartement,0,343
37800.0,18.0,1.0,5.726562,45.164403,Appartement,1,328
362400.0,90.0,4.0,5.855297,45.146872,Maison,0,329
56000.0,38.0,1.0,5.683656,45.220321,Appartement,3,326
270000.0,89.0,5.0,5.629353,45.296615,Maison,4,318
158000.0,32.0,2.0,5.586718,45.366827,Appartement,1,321
158000.0,37.0,2.0,5.586718,45.366827,Appartement,1,321
158000.0,18.0,2.0,5.586718,45.366827,Appartement,1,321
158000.0,37.0,2.0,5.586718,45.366827,Appartement,1,321
216000.0,72.0,3.0,5.727946,45.180408,Appartement,4,318
125950.0,61.0,3.0,5.58641,45.371977,Appartement,3,319
207000.0,96.0,4.0,5.570762,45.375351,Maison,4,318
185000.0,78.0,3.0,6.01913,45.433157,Appartement,2,320
194450.0,62.0,3.0,5.960004,45.309978,Appartement,1,321
218000.0,120.0,4.0,5.907288,45.258817,Appartement,3,340
76800.0,30.0,1.0,5.591059,45.368489,Appartement,4,339
126000.0,56.0,3.0,5.724114,45.165637,Appartement,0,315
123000.0,66.0,3.0,5.727064,45.167663,Appartement,3,340
196000.0,75.0,3.0,5.728282,45.192305,Appartement,4,318
415110.0,100.0,5.0,5.864545,45.218263,Maison,0,315
78500.0,28.0,1.0,5.730857,45.182835,Appartement,0,336
264680.0,100.0,3.0,5.768307,45.074358,Appartement,4,318
110000.0,38.0,1.0,5.542443,45.415159,Maison,2,334
110000.0,140.0,4.0,5.542658,45.41513,Maison,2,334
110000.0,62.0,3.0,5.542658,45.41513,Maison,2,334
233000.0,64.0,3.0,5.861874,45.216682,Appartement,0,343
103900.0,30.0,1.0,5.734053,45.176502,Appartement,4,318
79500.0,64.0,3.0,5.739135,45.165002,Appartement,0,329
128000.0,35.0,1.0,5.840521,45.202757,Appartement,4,318
281725.0,101.0,5.0,5.858525,45.21513,Appartement,0,315
155000.0,79.0,4.0,6.05075,45.378091,Appartement,0,322
128000.0,47.0,2.0,6.012479,45.434226,Appartement,0,329
257370.0,86.0,4.0,6.030112,45.437463,Maison,4,339
157350.0,49.0,2.0,5.858525,45.21513,Appartement,4,318
87500.0,55.0,3.0,5.592623,45.365419,Appartement,4,311
191000.0,80.0,3.0,5.727074,45.183152,Appartement,4,325
320000.0,100.0,5.0,5.923915,45.226656,Appartement,4,332
320000.0,82.0,4.0,5.923915,45.226656,Appartement,4,332
114000.0,57.0,3.0,5.772086,45.074148,Appartement,3,319
157889.0,41.0,2.0,5.689377,45.237395,Appartement,3,312
367625.0,127.0,5.0,5.614336,45.364475,Maison,4,325
365000.0,149.0,4.0,5.820281,45.200311,Appartement,4,318
140000.0,64.0,4.0,5.72982,45.182639,Appartement,2,313
239000.0,83.0,3.0,5.722846,45.189925,Appartement,1,328
127000.0,52.0,2.0,5.891758,45.241581,Appartement,0,322
530000.0,225.0,6.0,5.723674,45.18932,Appartement,3,319
285000.0,90.0,4.0,5.600617,45.363535,Maison,0,329
240500.0,73.0,3.0,5.678138,45.243639,Appartement,1,321
128550.0,46.0,2.0,5.58342,45.36705,Appartement,1,321
370000.0,121.0,4.0,6.072218,45.396032,Maison,3,312
48000.0,29.0,2.0,6.073118,45.390265,Appartement,4,311
170000.0,61.0,3.0,5.874994,45.106276,Appartement,4,325
227000.0,62.0,3.0,5.693775,45.218159,Appartement,4,311
150000.0,63.0,3.0,6.104888,45.391644,Appartement,2,306
745000.0,152.0,5.0,5.701164,45.252745,Maison,0,329
745000.0,152.0,5.0,5.701164,45.252745,Maison,0,329
160000.0,72.0,3.0,5.617585,45.355255,Appartement,0,315
171275.0,89.0,4.0,5.578283,45.371245,Appartement,2,313
138000.0,67.0,4.0,5.689858,45.221066,Appartement,2,320
109850.0,25.0,1.0,5.72868,45.191136,Appartement,4,318
281120.0,100.0,4.0,5.661347,45.395419,Maison,0,315
46079.0,17.0,1.0,5.993175,45.253409,Appartement,3,326
62000.0,30.0,1.0,5.590737,45.368522,Appartement,0,322
300000.0,80.0,5.0,5.925264,45.27586,Maison,3,319
320000.0,109.0,5.0,5.939152,45.276484,Maison,2,320
212800.0,64.0,3.0,5.977432,45.337071,Appartement,2,320
95000.0,61.0,4.0,5.877594,45.230067,Maison,3,319
134400.0,48.0,3.0,5.933311,45.326549,Maison,3,312
176500.0,54.0,2.0,5.72894,45.19122,Appartement,1,307
178000.0,85.0,4.0,5.673052,45.237494,Appartement,0,315
215000.0,80.0,3.0,5.5513,45.416944,Maison,4,304
130000.0,60.0,3.0,5.687767,45.223946,Appartement,0,315
140650.0,78.0,4.0,6.02316,45.432032,Appartement,3,305
130000.0,56.0,3.0,5.730064,45.180523,Appartement,2,306
382700.0,134.0,2.0,5.667642,45.398073,Maison,4,311
289000.0,65.0,3.0,6.073588,45.393136,Appartement,4,318
289000.0,65.0,3.0,6.073588,45.393136,Appartement,4,318
289000.0,65.0,3.0,6.073588,45.393136,Appartement,4,318
296000.0,85.0,4.0,5.666436,45.254785,Appartement,1,328
207000.0,80.0,4.0,5.726988,45.180672,Appartement,1,328
304000.0,86.0,4.0,5.874427,45.300377,Maison,4,311
490000.0,196.0,4.0,5.844714,45.153235,Maison,2,306
490000.0,196.0,4.0,5.844714,45.153235,Maison,2,306
218350.0,95.0,5.0,5.64179,45.290634,Appartement,0,301
110000.0,64.0,3.0,5.725316,45.166648,Appartement,4,318
129000.0,82.0,4.0,5.727392,45.167073,Appartement,2,320
244000.0,78.0,4.0,5.706906,45.404965,Maison,5,303
213400.0,40.0,2.0,5.77386,45.079052,Appartement,4,304
213400.0,40.0,2.0,5.77386,45.079052,Appartement,4,304
620860.0,124.0,4.0,5.774916,45.112881,Maison,2,306
87000.0,40.0,1.0,5.593078,45.365882,Appartement,2,306
400000.0,107.0,5.0,5.901111,45.264019,Appartement,4,318
400000.0,61.0,3.0,5.901111,45.264019,Appartement,4,318
400000.0,107.0,5.0,5.901111,45.264019,Appartement,4,318
400000.0,61.0,3.0,5.901111,45.264019,Appartement,4,318
257000.0,93.0,4.0,5.619296,45.331873,Maison,4,304
170000.0,70.0,3.0,5.735202,45.080038,Appartement,4,311
229850.0,60.0,3.0,5.7328,45.174901,Appartement,2,306
56000.0,43.0,2.0,6.071329,45.391153,Appartement,4,304
130000.0,50.0,3.0,6.075274,45.39306,Appartement,4,311
30550.0,17.0,1.0,5.993175,45.253409,Appartement,0,308
85000.0,38.0,1.0,5.734256,45.387149,Appartement,0,329
85000.0,28.0,1.0,5.734256,45.387149,Appartement,0,329
85000.0,35.0,1.0,5.734256,45.387149,Appartement,0,329
249000.0,90.0,4.0,6.020454,45.438431,Maison,0,301
348600.0,117.0,4.0,5.68763,45.222492,Maison,0,301
120850.0,69.0,4.0,5.731375,45.171128,Appartement,2,313
186250.0,60.0,2.0,5.733806,45.18222,Appartement,2,313
43400.0,17.0,1.0,5.992805,45.256148,Appartement,4,325
141500.0,51.0,2.0,5.593968,45.365714,Appartement,3,326
355000.0,80.0,5.0,5.92671,45.276983,Maison,0,315
407300.0,100.0,5.0,5.956645,45.371642,Maison,0,315
80000.0,36.0,1.0,6.05075,45.378091,Appartement,1,314
176500.0,65.0,3.0,5.593968,45.365714,Appartement,4,325
237990.0,111.0,3.0,5.756661,45.431269,Appartement,4,297
237990.0,33.0,1.0,5.756661,45.431269,Appartement,4,297
59000.0,19.0,1.0,5.72796,45.165661,Appartement,1,300
100000.0,82.0,4.0,5.738598,45.170862,Appartement,1,300
241188.0,90.0,3.0,5.948709,45.361645,Maison,2,313
168029.0,61.0,3.0,5.948588,45.361811,Maison,2,313
224600.0,77.0,4.0,5.780419,45.432661,Maison,2,306
140200.0,48.0,2.0,5.648893,45.379056,Appartement,3,305
93000.0,20.0,1.0,5.724067,45.192402,Appartement,0,336
85000.0,27.0,1.0,5.826321,45.139481,Appartement,2,299
152300.0,40.0,2.0,5.619305,45.36616,Maison,4,304
262600.0,110.0,6.0,5.737196,45.166182,Appartement,0,308
69000.0,28.0,1.0,5.730857,45.182835,Appartement,4,304
706828.0,159.0,11.0,5.756024,45.113735,Maison,4,304
368050.0,87.0,4.0,5.67937,45.22805,Maison,3,305
260000.0,103.0,4.0,5.728777,45.187238,Appartement,2,299
123750.0,75.0,3.0,5.725887,45.16568,Appartement,0,301
139000.0,50.0,2.0,5.692586,45.230283,Appartement,2,306
366000.0,125.0,6.0,5.731076,45.081904,Maison,2,313
190000.0,82.0,4.0,5.825076,45.131484,Maison,2,320
242000.0,70.0,4.0,5.732586,45.180059,Maison,0,315
170900.0,87.0,4.0,5.77222,45.078918,Appartement,4,297
267000.0,84.0,4.0,5.688152,45.240325,Appartement,3,305
138740.0,98.0,4.0,5.773221,45.079154,Appartement,0,308
